Date,Departments and Agencies,Tenure,Employees
201203,Indigenous and Northern Affairs Canada,Indeterminate,4686
201203,Indigenous and Northern Affairs Canada,Student,163
201203,Indigenous and Northern Affairs Canada,Term,395
201203,Infrastructure Canada,Casual,4
201203,Infrastructure Canada,Indeterminate,323
201203,Infrastructure Canada,Student,14
201203,Infrastructure Canada,Term,7
201203,"Innovation, Science and Economic Development Canada",Casual,62
201203,"Innovation, Science and Economic Development Canada",Indeterminate,4982
201203,"Innovation, Science and Economic Development Canada",Student,54
201203,"Innovation, Science and Economic Development Canada",Term,135
201203,International Joint Commission,Indeterminate,22
201203,International Joint Commission,Student,2
201203,International Joint Commission,Term,4
201203,Library and Archives Canada,Casual,47
201203,Library and Archives Canada,Indeterminate,1002
201203,Library and Archives Canada,Student,18
201203,Library and Archives Canada,Term,78
201203,Military Grievances External Review Committee,Casual,2
201203,Military Grievances External Review Committee,Indeterminate,33
201203,Military Grievances External Review Committee,Term,1
201203,Military Police Complaints Commission of Canada,Casual,1
201203,Military Police Complaints Commission of Canada,Indeterminate,14
201203,Military Police Complaints Commission of Canada,Term,1
201203,National Defence,Casual,867
201203,National Defence,Indeterminate,24774
201203,National Defence,Student,322
201203,National Defence,Term,1214
201203,National Energy Board,Casual,6
201203,National Energy Board,Indeterminate,369
201203,National Energy Board,Student,2
201203,National Energy Board,Term,19
201203,National Film Board,Indeterminate,359
201203,National Film Board,Term,66
201203,National Research Council Canada,Indeterminate,3288
201203,National Research Council Canada,Student,60
201203,National Research Council Canada,Term,597
201203,National Round Table on the Environment and the Economy,Indeterminate,28
201203,National Round Table on the Environment and the Economy,Term,4
201203,Natural Resources Canada,Casual,160
201203,Natural Resources Canada,Indeterminate,4162
201203,Natural Resources Canada,Student,167
201203,Natural Resources Canada,Term,170
201203,Office of the Auditor General of Canada,Casual,2
201203,Office of the Auditor General of Canada,Indeterminate,590
201203,Office of the Auditor General of Canada,Student,9
201203,Office of the Auditor General of Canada,Term,52
201203,Office of the Commissioner for Federal Judicial Affairs Canada,Casual,5
201203,Office of the Commissioner for Federal Judicial Affairs Canada,Indeterminate,57
201203,Office of the Commissioner for Federal Judicial Affairs Canada,Student,2
201203,Office of the Commissioner for Federal Judicial Affairs Canada,Term,2
201203,Office of the Commissioner of Lobbying of Canada,Indeterminate,26
201203,Office of the Commissioner of Lobbying of Canada,Term,2
201203,Office of the Commissioner of Official Languages,Casual,8
201203,Office of the Commissioner of Official Languages,Indeterminate,150
201203,Office of the Commissioner of Official Languages,Student,5
201203,Office of the Commissioner of Official Languages,Term,2
201203,Office of the Governor General's Secretary,Casual,7
201203,Office of the Governor General's Secretary,Indeterminate,143
201203,Office of the Governor General's Secretary,Student,3
201203,Office of the Governor General's Secretary,Term,13
201203,Office of the Public Sector Integrity Commissioner of Canada,Casual,4
201203,Office of the Public Sector Integrity Commissioner of Canada,Indeterminate,24
201203,Office of the Public Sector Integrity Commissioner of Canada,Term,2
201203,Office of the Superintendent of Financial Institutions Canada,Casual,6
201203,Office of the Superintendent of Financial Institutions Canada,Indeterminate,573
201203,Office of the Superintendent of Financial Institutions Canada,Student,6
201203,Office of the Superintendent of Financial Institutions Canada,Term,18
201203,Offices of the information and Privacy Commissioners of Canada,Casual,26
201203,Offices of the information and Privacy Commissioners of Canada,Indeterminate,231
201203,Offices of the information and Privacy Commissioners of Canada,Student,5
201203,Offices of the information and Privacy Commissioners of Canada,Term,11
201203,Parks Canada,Indeterminate,3239
201203,Parks Canada,Student,68
201203,Parks Canada,Term,514
201203,Parole Board of Canada,Casual,18
201203,Parole Board of Canada,Indeterminate,346
201203,Parole Board of Canada,Student,4
201203,Parole Board of Canada,Term,60
201203,Passport Canada,Casual,113
201203,Passport Canada,Indeterminate,2220
201203,Passport Canada,Student,181
201203,Passport Canada,Term,182
201203,Patented Medicine Prices Review Board Canada,Casual,1
201203,Patented Medicine Prices Review Board Canada,Indeterminate,51
201203,Patented Medicine Prices Review Board Canada,Term,4
201203,Privy Council Office,Casual,43
201203,Privy Council Office,Indeterminate,801
201203,Privy Council Office,Student,23
201203,Privy Council Office,Term,25
201203,Public Health Agency of Canada,Casual,145
201203,Public Health Agency of Canada,Indeterminate,2329
201203,Public Health Agency of Canada,Student,92
201203,Public Health Agency of Canada,Term,213
201203,Public Prosecution Service of Canada,Casual,17
201203,Public Prosecution Service of Canada,Indeterminate,849
201203,Public Prosecution Service of Canada,Student,5
201203,Public Prosecution Service of Canada,Term,59
201203,Public Safety Canada,Casual,56
201203,Public Safety Canada,Indeterminate,998
201203,Public Safety Canada,Student,28
201203,Public Safety Canada,Term,31
201203,Public Servants Disclosure Protection Tribunal Canada,Indeterminate,6
201203,Public Servants Disclosure Protection Tribunal Canada,Term,1
201203,Public Service Commission of Canada,Casual,42
201203,Public Service Commission of Canada,Indeterminate,886
201203,Public Service Commission of Canada,Student,27
201203,Public Service Commission of Canada,Term,20
201203,Public Service Labour Relations Board,Casual,4
201203,Public Service Labour Relations Board,Indeterminate,72
201203,Public Service Labour Relations Board,Student,3
201203,Public Service Labour Relations Board,Term,9
201203,Public Service Staffing Tribunal,Casual,1
201203,Public Service Staffing Tribunal,Indeterminate,28
201203,Public Service Staffing Tribunal,Term,9
201203,Public Services and Procurement Canada,Casual,362
201203,Public Services and Procurement Canada,Indeterminate,12701
201203,Public Services and Procurement Canada,Student,263
201203,Public Services and Procurement Canada,Term,352
201203,RCMP External Review Committee,Indeterminate,3
201203,Registrar of the Supreme Court of Canada,Casual,9
201203,Registrar of the Supreme Court of Canada,Indeterminate,169
201203,Registrar of the Supreme Court of Canada,Student,12
201203,Registrar of the Supreme Court of Canada,Term,36
201203,Registry of the Specific Claims Tribunal of Canada,Casual,1
201203,Registry of the Specific Claims Tribunal of Canada,Indeterminate,8
201203,Registry of the Specific Claims Tribunal of Canada,Student,1
201203,Registry of the Specific Claims Tribunal of Canada,Term,1
201203,Royal Canadian Mounted Police (Civilian Staff),Casual,156
201203,Royal Canadian Mounted Police (Civilian Staff),Indeterminate,5730
201203,Royal Canadian Mounted Police (Civilian Staff),Student,53
201203,Royal Canadian Mounted Police (Civilian Staff),Term,271
201203,Science and Engineering Research Canada,Indeterminate,366
201203,Science and Engineering Research Canada,Student,12
201203,Science and Engineering Research Canada,Term,46
201203,Security Intelligence Review Committee,Indeterminate,17
201203,Social Sciences and Humanities Research Council of Canada,Indeterminate,185
201203,Social Sciences and Humanities Research Council of Canada,Student,1
201203,Social Sciences and Humanities Research Council of Canada,Term,27
201203,Statistical Survey Operations,Indeterminate,646
201203,Statistical Survey Operations,Term,1725
201203,Statistics Canada,Casual,103
201203,Statistics Canada,Indeterminate,5087
201203,Statistics Canada,Student,114
201203,Statistics Canada,Term,252
201203,Status of Women Canada,Casual,14
201203,Status of Women Canada,Indeterminate,75
201203,Status of Women Canada,Student,5
201203,Status of Women Canada,Term,4
201203,The Correctional Investigator Canada,Indeterminate,26
201203,The Correctional Investigator Canada,Student,1
201203,The Correctional Investigator Canada,Term,1
201203,Transport Canada,Casual,126
201203,Transport Canada,Indeterminate,4987
201203,Transport Canada,Student,83
201203,Transport Canada,Term,174
201203,Transportation Appeal Tribunal of Canada,Casual,2
201203,Transportation Appeal Tribunal of Canada,Indeterminate,6
201203,Transportation Appeal Tribunal of Canada,Term,2
201203,Transportation Safety Board of Canada,Casual,4
201203,Transportation Safety Board of Canada,Indeterminate,208
201203,Transportation Safety Board of Canada,Student,1
201203,Transportation Safety Board of Canada,Term,3
201203,Treasury Board of Canada Secretariat,Casual,69
201203,Treasury Board of Canada Secretariat,Indeterminate,1909
201203,Treasury Board of Canada Secretariat,Student,51
201203,Treasury Board of Canada Secretariat,Term,44
201203,Veterans Affairs Canada,Casual,103
201203,Veterans Affairs Canada,Indeterminate,3432
201203,Veterans Affairs Canada,Student,81
201203,Veterans Affairs Canada,Term,223
201203,Western Economic Diversification Canada,Casual,5
201203,Western Economic Diversification Canada,Indeterminate,367
201203,Western Economic Diversification Canada,Student,20
201203,Western Economic Diversification Canada,Term,27
201206,Agriculture and Agri-Food Canada,Casual,122
201206,Agriculture and Agri-Food Canada,Indeterminate,5624
201206,Agriculture and Agri-Food Canada,Student,969
201206,Agriculture and Agri-Food Canada,Term,286
201206,Assisted Human Reproduction Canada,Casual,1
201206,Assisted Human Reproduction Canada,Indeterminate,10
201206,Assisted Human Reproduction Canada,Term,1
201206,Atlantic Canada Opportunities Agency,Casual,3
201206,Atlantic Canada Opportunities Agency,Indeterminate,604
201206,Atlantic Canada Opportunities Agency,Student,15
201206,Atlantic Canada Opportunities Agency,Term,13
201206,Canada Border Services Agency,Casual,167
201206,Canada Border Services Agency,Indeterminate,13821
201206,Canada Border Services Agency,Student,553
201206,Canada Border Services Agency,Term,241
201206,Canada Industrial Relations Board,Indeterminate,83
201206,Canada Industrial Relations Board,Term,9
201206,Canada Revenue Agency,Casual,1
201206,Canada Revenue Agency,Indeterminate,32889
201206,Canada Revenue Agency,Student,677
201206,Canada Revenue Agency,Term,7447
201206,Canada School of Public Service,Casual,55
201206,Canada School of Public Service,Indeterminate,688
201206,Canada School of Public Service,Student,8
201206,Canada School of Public Service,Term,27
201206,Canadian Artists and Producers Professional Relations Tribunal,Indeterminate,7
201206,Canadian Artists and Producers Professional Relations Tribunal,Term,4
201206,Canadian Dairy Commission,Indeterminate,54
201206,Canadian Dairy Commission,Student,3
201206,Canadian Dairy Commission,Term,6
201206,Canadian Environmental Assessment Agency,Casual,5
201206,Canadian Environmental Assessment Agency,Indeterminate,201
201206,Canadian Environmental Assessment Agency,Student,6
201206,Canadian Environmental Assessment Agency,Term,16
201206,Canadian Food Inspection Agency,Indeterminate,5886
201206,Canadian Food Inspection Agency,Student,146
201206,Canadian Food Inspection Agency,Term,708
201206,Canadian Grain Commission,Casual,13
201206,Canadian Grain Commission,Indeterminate,567
201206,Canadian Grain Commission,Student,6
201206,Canadian Grain Commission,Term,87
201206,Canadian Heritage,Casual,62
201206,Canadian Heritage,Indeterminate,1733
201206,Canadian Heritage,Student,45
201206,Canadian Heritage,Term,65
201206,Canadian Human Rights Commission,Casual,4
